ID #,Category,Type,Gender,Location (Gym/Home/Hybrid),Equipment,Movement,Description,Video Name,
83,Anti-extension,Calisthenics,Both,Hybrid,Bench/Box,Core work,"Putting your forearms on the bench/box with arms bent at 90 degrees, extend your legs out as far as you can holding your bodyweight up with your core muscles",bench long plank,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bench+long+plank+.mp4
84,Anti-extension,Calisthenics,Both,Hybrid,Bench/Box,Core work,"Lying on your back on the bench/box using your hands for support above your head, pull you legs from a fully extended position up to your chest, bending the legs as they come up, repeat",bench reverse crunch,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bench+reverse+crunch+.mp4
85,Anti-extension,Calisthenics,Both,Hybrid,Bench/Box,Corrective Work,"Lying on your back on the floor, place one heel on the bench/box and push your hips straight up as high as you can, keeping your other leg straight in the air and locked in an extended position and hold that position",bench single legged glute bridge hold,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bench+single+legged+glute+bridge+hold+.mp4
86,Anti-extension,Calisthenics,Both,Hybrid,Bench/Box,Core work,"Lying on your back on the bench/box, with your legs to the side of the bench with feet on the floor, hands at the side of your head, sit up in a controlled manner and lower yourself back down to the starting position, repeat.",bench sit up,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bench+sit+up+.mp4
87,Anti-extension,Calisthenics,Both,Hybrid,Bench/box,Core work,"Lying on your back with legs fully extended pull your feet from the ground to straight above your stomach, lift the legs straight in the air pulling your lower back off the bench, lower back down to the bench, keeping the legs fully extended the entire time, raise back up, repeat. ",bench straight leg lift,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bench+straight+leg+lift+.mp4
88,Anti-extension,Calisthenics,Both,Hybrid,Bosu Ball,Core work,"Lying on the bosu ball on your back, with your hands at the side of your head sit up and push your elbow with the opposite knee, alternate sides each rep, repeat",bosu alt diagonal crunch,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bosu+alt+diagonal+crunch+.mp4
89,Combination,Calisthenics,Both,Hybrid,Bosu Ball,Core work,"Lying on the bosu ball on your back, with your hands at the side of your head sit up and raise your feet touching your hands with the opposite toes, alternate sides each rep, repeat",bosu ball alt toe taps,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bosu+ball+alt+toe+taps+.mp4
90,Combination,Calisthenics,Both,Hybrid,Bosu Ball,Core work,"sitting on the bosu ball on your tailbone, with your hands at the side of the ball for balance, fully extend your legs while slightly leaning back with your upper body then pull your legs back into your chest while moving upper body back up to starting position, repeat.",bosu ball knee tucks,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bosu+ball+knee+tucks.mp4
91,Combination,Calisthenics,Both,Hybrid,Bosu Ball,Corrective Work,"Hands on the opposite edges of bosu ball, fully extend your arms into a pushup position and in a running motion bring one knee up to your chest while the other foot is on the ground for support, alternate legs, repeat",bosu ball mountain climbers,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bosu+ball+mountain+climbers+.mp4
92,Anti-extension,Calisthenics,Both,Hybrid,Bosu Ball,Core work,"Sit just off the centre of the bosu ball with your feet on the ground, extend your arms fully into the air and slightly lean back your upper body, hold this position",bosu ball sit up hold,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bosu+ball+sit+up+hold+.mp4
93,Combination,Calisthenics,Both,Hybrid,Bosu Ball,Core work,"Lying over the bosu ball with lower back at apex of bosu ball, extend your arms straight up in the air and lift your upper body off the ball following the line the arms are extended in",bosu ball straight arm crunch,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bosu+ball+straight+arm+crunch+.mp4
94,Anti-extension,Calisthenics,Both,Hybrid,Bench/box,Core work,"Sitting on the edge of the bench/box with your hands at the side for support, leaning your upper body slightly backwards, extend your legs fully into the air straight in front of the box, pull legs back into stomach, repeat",box knee tucks,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=box+knee+tucks+.mp4
95,Anti-extension,Calisthenics,Both,Hybrid,Bench/box,Core work,"Putting your forearms on the bench/box with arms bent at 90 degrees, extend your legs out as far as you can holding your bodyweight up with your core muscles",box long plank,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=box+long+plank+.mp4
96,Combination,Calisthenics,Both,Hybrid,Bosu Ball,Corrective Work,"Hands on the opposite edges of bosu ball, fully extend your arms into a pushup position and with a slight hopping motion bring both feet as close to the bosu ball as possible the hop back to starting position, repeat",double legged mountain climbers,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=double+legged+mountain+climbers+.mp4
97,Anti-extension,Calisthenics,Both,Hybrid,Swiss Ball,Corrective Work,"Putting your forearms on the Swiss ball with arms bent at 90 degrees, extend your legs out as far as you can holding your bodyweight up with your core muscles, while moving the swiss ball with your arms in all random directions",swiss ball counting,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+counting.mp4
98,Anti-extension,Calisthenics,Both,Hybrid,Swiss Ball,Core work,"Lying over the swiss ball with lower back off the centre of the swiss ball, extend your arms straight up in the air and lift your upper body off the ball following the line the arms are extended in",swiss ball crunch,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+crunch+.mp4
99,Combination,Calisthenics,Both,Hybrid,Swiss Ball,Core work,"With your hands on the floor and feet on the swiss ball, fully extend your arms into a pushup position. With your feet move the ball into your stomach and back out, repeat",swiss ball knee tucks,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+knee+tucks+.mp4
100,Anti-extension,Calisthenics,Both,Hybrid,Swiss Ball,Core work,"Putting your forearms on the bench/box with arms bent at 90 degrees, extend your legs out as far as you can holding your bodyweight up with your core muscles",swiss ball plank,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+plank+.mp4
101,Anti-extension,Calisthenics,Both,Hybrid,Swiss Ball,Core work,"Putting your forearms on the Swiss ball with arms bent at 90 degrees, extend your legs out as far as you can holding your bodyweight up with your core muscles, while moving the swiss ball with your arms in a forward and backwards motion",swiss ball plank pulse,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+plank+pulse+.mp4
102,Combination,Calisthenics,Both,Hybrid,Swiss Ball,Core work,"Putting your forearms on the Swiss ball with arms bent at 90 degrees, extend your legs out as far as you can holding your bodyweight up with your core muscles, with one foot at a time move the foot out to the side lateral tapping the ground then bringing it back to the starting position, alternate foot and repeat",swiss ball plank toe taps,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+plank+toe+taps+.mp4
103,Combination,Plyometrics,Both,Hybrid,None,Jumps,"Start with feet touching, with a slight hop move legs out so they are wide enough to squat down and come back up, with another slight hop bring the feet together, repeat 4 times. Then move one leg back and lunge down, coming back up switching legs and lunge again without a pause, repeat",4 drop squats plus 4 plyo lunges,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=4+drop+squats+plus+4+plyo+lunges+.mp4
104,Lunge,Plyometrics,Male,Hybrid,None,Single-Leg,"Start with legs hip width apart, step back lowering the front leg to 90 degrees and raise back up, alternate leg and repeat motion",alt reverse lunge,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=alt+reverse+lunge+.mp4
105,Lunge,Plyometrics,Male,Hybrid,None,Single-Leg,"Start with legs hip width apart, step back lowering the front leg to 90 degrees and raise back up halfway to the top, lower all the way back down then raise all the way up, alternate leg and repeat motion",alt. reverse 1.5 lunge,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=alt.+revrse+1.5+lunge+.mp4
106,Lunge,Resistance,Both,Hybrid,Barbell,Single-Leg,"Start with legs hip width apart, and barbell on across shoulders, step back lowering the front leg to 90 degrees and raise back up, alternate leg and repeat motion",barbell alt. reverse lunge,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+alt.+reverse+lunge.mp4
107,Lunge,Resistance,Both,Hybrid,Barbell,Squat ,With the barbell on the across the front of your shoulders squat down trying to get as low as possible and stand back up,barbell front squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+front+squat+.mp4
108,Barbell,Resistance,Both,Hybrid,Barbell,Single-Leg,"Start with legs hip width apart, and barbell on across shoulders behind the neck, step back lowering the front leg to 90 degrees and raise back up, repeat 3 times then alternate leg and repeat motion",barbell lunge 3x3,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+lunge+3x3+.mp4
109,Barbell,Resistance,Both,Hybrid,Barbell,Single-Leg,"Start with legs hip width apart, and barbell on across shoulders behind the neck, step back lowering the front leg to 90 degrees and raise back up, repeat 5 times then alternate leg and repeat motion",barbell lunge 5x5,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+lunge+5x5+.mp4
110,Barbell,Resistance,Female,Hybrid,Barbell,Squats,"With the barbell on the across the front of your shoulders squat down trying to get as low as possible, hold at bottom position for 3 seconds and stand back up, repeat",barbell pause front squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+pause+front+squat+.mp4
111,Barbell,Resistance,Female,Hybrid,Barbell,Squats,"With the barbell on the across the shoulders behind the neck, squat down trying to get as low as possible, hold at bottom position for 3 seconds and stand back up, repeat",barbell pause squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+pause+squat+.mp4
112,Barbell,Resistance,Female,Hybrid,Barbell,Squats,"With the barbell on the across the shoulders behind the neck, squat down trying to get as low as possible, stand back up to half way a pulse up and down in that range of movement",barbell pulse squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+pulse+squat+.mp4
113,Barbell,Resistance,Male,Hybrid,Barbell,Squats,"With the barbell on the across the shoulders behind the neck, stagger one foot further behind the other, squat down half way a pulse up and down in that range of movement, switch foot position and repeat",barbell staggered stance squat pulse,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+staggered+stance+squat+pulse+.mp4
114,Barbell,Resistance,Female,Hybrid,Barbell,Squats,"with feet past shoulder width, hold the barbell with two hands in the centre of you body so the weight is evenly distributed on both sides. Keeping your back straight as possible lower yourself into a squat and pull back up until legs are straight",barbell sumo deadlift,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+sumo+deadlift+.mp4
115,Barbell,Resistance,Both,Hybrid,Barbell,Vertical Pushing,"With the barbell on the across the front of your shoulders squat down trying to get as low as possible, stand back up quickly and continuously push the barbell over your head so arms are fully extended, continuously lower the barbell back to the starting position, repeat without pausing",barbell thruster,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+thruster+.mp4
116,Bodyweight,Calisthenics,Both,Hybrid,Bench/box,Core work,"Lying on your back on the floor, place your heels on the bench/box and push your hips straight up as high as you can, squeezing your glute muscles, repeat",bench hip thrust,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=bench+hip+thrust+.mp4
117,Combination,Calisthenics,Both,Hybrid,Bosu Ball,Squats,"standing on the bosu ball, squat down to half way position and pulse up and down in that range of movement, repeat",bosu ball pulse squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=bosu+ball+pulse+squat+.mp4
118,Lunge,Calisthenics,Both,Hybrid,None,Squats,"standing in upright position, with a slight hop move your feet shoulder width apart and allow your body to drop with no resistance into a squat position. With no pause come back up to starting position, repeat",drop squats,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=drop+squats+.mp4
119,Lunge,Plyometrics,Both,Hybrid,None,Single-Leg,"Start with legs hip width apart, jump while stepping back lowering the front leg to 90 degrees, without a pause jump back up, alternate leg and foot position in the air, catch yourself in a lunge position and repeat motion",plyo lunges,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=plyo+lunges+.mp4
120,Lunge,Calisthenics,Both,Hybrid,None,Squats,"With your hands together in front of your chest, squat down trying to get as low as possible, stand back up to half way a pulse up and down in that range of movement",pulse squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=pulse+squat+.mp4
121,Band,Calisthenics,Both,Hybrid,Band,Corrective Work,"with the resistance band around just above your knees on both legs, plant one foot on the ground while the other makes a reverse kicking motion backwards, repeat without setting the kicking foot on the ground,",short band donkey kicks,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+donkey+kicks+.mp4
122,Band,Calisthenics,Male,Hybrid,Band,Squats,"standing in upright position with the short resistance band around both knees, with a slight hop move your feet shoulder width apart and allow your body to drop with no resistance into a squat position. With no pause come back up to starting position always maintaining tension on the band, repeat",short band drop squats,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+drop+squats+.mp4
123,Band,Calisthenics,Both,Hybrid,Band,Corrective Work,"With the band around the ankles and feet shoulder width apart, slightly hop and move one foot forward and the other foot backwards landing on your toes, slightly jump again and switch foot position, repeat",short band foot shuffle,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+foot+shuffle+.mp4
124,Band,Calisthenics,Female,Hybrid,Band,Corrective Work,"With band around your knees and feet shoulder width apart, use one foot for balance as you use your hip muscles to kick out the opposite leg as high as possible, repeat, switch legs",short band hip abduction,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+hip+abduction+.mp4
125,Band,Plyometrics,Male,Hybrid,Band,Jumps,"standing in upright position with the short resistance band around both knees, move your feet shoulder width apart and jump as high as possible allow your body to drop into a squat position, with no pause jump back up as high as possible, repeat with no pause, always maintaining tension on the band",short band jump squats,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+jump+squats+.mp4
126,Band,Calisthenics,Both,Hybrid,Band,Corrective Work,"with the band around your knees, slightly bend your knees keeping you back straight, pushing knees out to keep tension on the band and walk with small steps forward, never releasing the tension on the band",short band wide walk,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+wide+walk+.mp4
127,Lunge,Calisthenics,Both,Hybrid,None,Squats,"With your feet shoulder width apart drop down into a squat position as fast as you can and without a pause come back up to starting position as fast as you can, repeat",speed squats,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=speed+squats+.mp4
128,Lunge,Calisthenics,Both,Hybrid,None,Single-Leg,"Start with legs hip width apart, step back lowering the front leg to 90 degrees and raise both arms over your head and step back up, alternate leg and repeat motion",alt reverse lunge plus reach,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=alt+reverse+lunge+plus+reach+.mp4
129,Barbell,Resistance,Both,Hybrid,Barbell,Single-Leg,"Start with legs hip width apart, and barbell on across shoulders, step back lowering the front leg to 90 degrees, press barbell over head while in lunge position, and raise back up, alternate leg and repeat barbell shoulder press motion, repeat",barbell alt. reverse lunge plus shoulder press,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+alt.+reverse+lunge+plus+shoulder+press+.mp4
130,Barbell,Resistance,Both,Hybrid,Barbell,Vertical Pushing,"Start with barbell at waist, hands hip width apart, slight bend at waist to lower barbell to just above the knees, and snap the barbell up the front of shoulders while bending at the knees to get under the barbel. Pause and fully perform a front squat, stand back up and lower barbell back to starting position ",barbell clean and front squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+clean+and+front+squat+.mp4
131,Barbell,Resistance,Both,Hybrid,Barbell,Vertical Pushing,"Start with barbell at waist, hands hip width apart, slight bend at waist to lower barbell to just above the knees, and snap the barbell up the front of shoulders while bending at the knees to get under the barbel. Keeping your legs straight press the barbell over head, bring back to shoulder height and lower barbell back to starting position, repeat",barbell clean and press,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+clean+and+press+.mp4
132,Barbell,Resistance,Both,Hybrid,Barbell,Vertical Pushing,"Start with barbell at waist, hands hip width apart, slight bend at waist to lower barbell to just above the knees, and snap the barbell up the front of shoulders while bending at the knees to get under the barbel. Pause and fully perform a front squat, stand back up and without a pause press the barbell over head and lower the barbell back to shoulder height and lower barbell back to starting position",barbell clean and thruster,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+clean+and+thruster+.mp4
133,Barbell,Resistance,Both,Hybrid,Barbell,Vertical Pushing,"Starting with the barbell at the front of shoulders fully perform a front squat, stand back up and without a pause press the barbell over head and lower the barbell back to shoulder height and continuously into a front squat, repeat",barbell thruster,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+thruster+.mp4
134,Combination,Calisthenics,Both,Hybrid,Barbell,Squats,"Start with bosu ball over head, with flat surface facing you. Bring the ball down on one motion by lowering your entire body into a pushup position, lowering your chest to the ball a and push yourself back up standing with the bosu ball in the starting position",bosu ball burpee,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=bosu+ball+burpee+.mp4
135,Bodyweight,Calisthenics,Both,Hybrid,Bench/box,Corrective Work,Place both hands on the bench/box and bring one foot up to chest while other foot is stabilizing your body,box mountain climbers,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=box+mountain+climbers+.mp4
136,Combination,Calisthenics,Both,Hybrid,Bench/box,Corrective Work,"With feet on bench/box lower your upper body to floor with hands shoulder width apart and arms fully extended, using your hands walk your upper body into towards the bench/box as close as you can to the bench/box, pause briefly and walk back out to starting position, repeat",box walkouts,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=box+walk+outs+.mp4
137,Combination,Calisthenics,Both,Hybrid,Dead ball,Corrective Work,"With the dead ball between your feet, squat down to pick ball up with your hands, raise the ball over your head and throw the ball as hard as you can against the floor between your feet, repeat",dead ball slam,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=dead+ball+slam.mp4
138,Combination,Calisthenics,Both,Hybrid,dead ball,Squats,"With the dead ball between your feet, squat down to pick ball up with your hands, raise the ball over your shoulder and drop behind you. Turn around and pick up ball repeating the motion over the same shoulder, repeat next et over other shoulder",dead ball over the shoulder toss,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=deadball+over+the+shoulder+toss.mp4
139,Combination,Resistance,Both,Hybrid,Kettle Bell,Squats,"With the kettlebell between your feet, bend in a squat position low enough to grab the kettle bell. Stand up quickly snapping the kettle bell in a clean motion up to the shoulder so the kettle bell is resting on the back of the shoulder. Lower kettlebell back to starting position and repeat with other arm",kettlebell alt cleans,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=kettlebell+alt+cleans+.mp4
140,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Lying on your stomach slightly lift shoulders off the ground with arms extended straight above head palms facing the ground, rotate arms behind the small of your back with hands on top of one another palms facing to the ceiling",Swimmer Rotation,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+1+-+Swimmer+Rotation.mp4
141,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Lying on your stomach slightly lift shoulders off the ground with arms extended straight above head hands in a fist, lift right hand at the shoulder keeping arm fully extended and opposite foot towards the ceiling, hold at top and lower slowly, alternate side and repeat","Alternating ""Super"" Man",https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+2+-+Alternating+%22Super%22+Man+main.mp4
142,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Lying on your stomach with arms extended out to your side flat on the floor, rotate your foot from floor over across your body trying to touch the ground on the other side of the body, while moving foot over lift your chest and shoulder off the ground of the same side of the foot you are pulling across your body, alternate sides and repeat",Scorpion,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+3+-+Scorpion+main.mp4
143,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"On your hands and knees facing the ground, bring one hand to the side of your head and rotate towards the ceiling slowly and return to starting position. Repeat, alternate and repeat same number of reps on the other side",Kneeling Rotations,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+4+-+Kneeling+Rotations.mp4
144,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"facing the ground place your hands shoulder width apart and extend your arms into a full push up, raise the core of your body only using your scapula muscles as high as you can and lower as far as you can, never bending your arms and keeping core engaged, repeat",SCAP Push-Ups,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+5+-+SCAP+Push-Ups+1.mp4
145,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"on your hands and knees facing the ground, bring one leg out to the side, keep foot planted on the ground and rock back as far as possible, return to starting position, repeat",Adductor Rockback,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+6+-+Adductor+Rockback.mp4
146,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"On your hands and knees facing the ground, raise one leg in a 90 degree flexed position up so the thigh is parallel with the ground, rotate leg outwards and move the leg back to the starting position always maintaining the 90 degree bend, repeat",Hip Openers,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+7+-+Hip+Openers.mp4
147,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"In a kneeling position raise your arms over your head with your arms fully extended, thrust hips forward leaning forward maiting arm position, slowly bring arms down to the side and lean back with the hips onto the back foot, repeat, alternate sides ",Hip Flexor Hamstring Dynamic Stretch,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+8+-+Hip+Flexor+Hamstring+Dynamic+Stretch.mp4
148,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Seated ptu both legs in a 90 degree flexed position, one facing one way while the other is in opposite position, rotate back and forth",90-90,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+9+-+90-90.mp4
149,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Start on your knees but in an upright position, toes touching the floor, lean back maintaining the upright position",Kneeling Bridges,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+10+-+Kneeling+Bridges.mp4
150,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Start standing upright, squat down fully, place hands palms down on the ground, raise your butt up keeping your hands on the grund, hold and repeat",Frog Squats,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+11+-+Frog+Squats.mp4
151,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Start standing upright, slowly raise your body by lifting your heels of the ground pushing yourself up as high as possible, hold, slowly return to the ground, repeat",Calf Raises,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+12+-+Calf+Raises.mp4
152,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Start with the knee closest to the wall on the ground, while the other leg is planted at 90 degrees, place both hands at the side of your head, keeping the same elbow as the knee touching the ground slightly touching the wall as you rotate your chest from facing away from the wall until your chest is facing the wall maintaining contact the entire time, reverse motion at same pace back to starting position, repeat",Wall Thoracic Rotations,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+13+-+Wall+Thoracic+Rotations.mp4
153,Ground-Based Exercises,Flexibility,Both,Hybrid,None,Warmups & Mobility Fillers,"Start with your foot flat on top of a towel on the ground at one end of the towel, flex your toes pulling the towel until bring the other end to your foot, repeat, alternate and do the same",Towel Crunches,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+14+-+Towel+Crunches.mp4
154,Promo,Promo,Promo,Promo,Promo,Warmups & Mobility Fillers,Promo,BP Fitness Intro,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=BP+Fitness+Intro+2.mp4